Transaction Date,Month,Buyer First Name,Buyer Last Name,Full Name,Buyer Location,Buyer Date of Birth,Age,Age Category,Payment Method,Quantity Purchased,Product Code,Biscuit Brand,Cost,Unit Price,Revenue,Total Cost of Goods,Profit,Product Price Category,Sales Representative,Gender
2024-01-11,Jan,Thomas,Richardson,Thomas Richardson,Chicago,1959-08-29,66,50-70,Debit Card,340,Pro05,Ginger Snaps,14,28,9520,4760,4760,High Price,Susan Dean,Male
2024-05-11,May,Stephanie,Hawkins,Stephanie Hawkins,Houston,1962-03-26,63,50-70,Debit Card,94,Pro05,Ginger Snaps,14,28,2632,1316,1316,High Price,Katie Stanton,Other
2024-01-18,Jan,Emma,Hoffman,Emma Hoffman,San Diego,2006-01-11,19,11-30,Cash,266,Pro02,Caramel Biscuits,18,22,5852,4788,1064,High Price,Susan Dean,Male
2024-07-18,Jul,Lisa,Austin,Lisa Austin,San Jose,2005-02-17,20,11-30,Debit Card,125,Pro06,Lemon Crisps,7,9,1125,875,250,Low Price,April Watkins,Other
2024-05-30,May,Shannon,Thomas,Shannon Thomas,Los Angeles,1954-12-16,70,50-70,Mobile Payment,203,Pro02,Caramel Biscuits,18,22,4466,3654,812,High Price,April Watkins,Male
2024-03-06,Mar,Luis,Sheppard,Luis Sheppard,Phoenix,2003-07-13,22,11-30,Mobile Payment,82,Pro03,Choco Delight,3,5,410,246,164,Low Price,Elizabeth Guerrero,Other
2024-01-10,Jan,Sarah,May,Sarah May,Philadelphia,1998-12-03,26,11-30,Debit Card,430,Pro10,Vanilla Wafers,18,36,15480,7740,7740,High Price,Tracy Lee,Male
2024-06-14,Jun,Andrea,Johns,Andrea Johns,San Antonio,1984-05-12,41,31-50,Mobile Payment,329,Pro03,Choco Delight,3,5,1645,987,658,Low Price,Sara Robertson,Male
2024-05-27,May,Gary,Frazier,Gary Frazier,Houston,2003-06-07,22,11-30,Credit Card,463,Pro09,Shortbread,10,45,20835,4630,16205,High Price,Katie Stanton,Male
2024-07-09,Jul,Charlotte,Mueller,Charlotte Mueller,Houston,1995-10-05,29,11-30,Cash,392,Pro05,Ginger Snaps,14,28,10976,5488,5488,High Price,Susan Dean,Male
2024-01-14,Jan,James,Carter,James Carter,San Jose,1988-08-21,37,31-50,Credit Card,32,Pro10,Vanilla Wafers,18,36,1152,576,576,High Price,Katie Stanton,Male
2024-06-22,Jun,Katie,Rogers,Katie Rogers,New York,1988-12-13,36,31-50,Debit Card,109,Pro05,Ginger Snaps,14,28,3052,1526,1526,High Price,Susan Dean,Male
2024-05-15,May,Stephanie,Love,Stephanie Love,Houston,1989-11-21,35,31-50,Cash,166,Pro05,Ginger Snaps,14,28,4648,2324,2324,High Price,Susan Dean,Male
2024-01-29,Jan,Caitlin,Thomas,Caitlin Thomas,San Antonio,2000-06-09,25,11-30,Cash,440,Pro04,Cinnamon Swirls,10,14,6160,4400,1760,High Price,Sara Robertson,Male
2024-07-25,Jul,Kathryn,Clark,Kathryn Clark,New York,1976-11-12,48,31-50,Credit Card,82,Pro10,Vanilla Wafers,18,36,2952,1476,1476,High Price,Katie Stanton,Male
2024-04-09,Apr,Brandon,Brown,Brandon Brown,San Antonio,1981-05-29,44,31-50,Mobile Payment,187,Pro01,Butter Crunch,10,11,2057,1870,187,High Price,Susan Dean,Male
2024-04-19,Apr,Anna,Hopkins,Anna Hopkins,Los Angeles,1945-06-22,80,70above,Credit Card,173,Pro08,Peanut Butter Bites,5,7,1211,865,346,Low Price,Katie Stanton,Male
2024-04-30,Apr,Brian,Kelley,Brian Kelley,San Jose,1949-12-16,75,70above,Cash,385,Pro05,Ginger Snaps,14,28,10780,5390,5390,High Price,Susan Dean,Male
2024-03-30,Mar,Tina,Collins,Tina Collins,San Jose,1992-11-11,32,31-50,Debit Card,78,Pro02,Caramel Biscuits,18,22,1716,1404,312,High Price,April Watkins,Male
2024-03-25,Mar,Caitlyn,Sims,Caitlyn Sims,Phoenix,1988-08-11,37,31-50,Mobile Payment,166,Pro02,Caramel Biscuits,18,22,3652,2988,664,High Price,April Watkins,Male
2024-02-13,Feb,Maria,Hernandez,Maria Hernandez,San Diego,1994-05-29,31,31-50,Cash,483,Pro10,Vanilla Wafers,18,36,17388,8694,8694,High Price,Elizabeth Guerrero,Female
2024-02-29,Feb,Michael,Shaw,Michael Shaw,Chicago,1999-02-15,26,11-30,Credit Card,252,Pro09,Shortbread,10,45,11340,2520,8820,High Price,Tracy Lee,Male
2024-05-11,May,Robert,Cooper,Robert Cooper,Houston,1994-01-18,31,31-50,Debit Card,145,Pro07,Oatmeal Cookies,19,23,3335,2755,580,High Price,Sara Robertson,Male
2024-05-22,May,Justin,Weaver,Justin Weaver,Phoenix,1984-06-26,41,31-50,Debit Card,318,Pro08,Peanut Butter Bites,5,7,2226,1590,636,Low Price,Katie Stanton,Male
2024-06-04,Jun,Nicholas,Williams,Nicholas Williams,Los Angeles,1982-05-28,43,31-50,Cash,169,Pro09,Shortbread,10,45,7605,1690,5915,High Price,Susan Dean,Male
2024-01-12,Jan,Aaron,Young,Aaron Young,San Jose,1996-06-13,29,11-30,Credit Card,277,Pro06,Lemon Crisps,7,9,2493,1939,554,Low Price,Katie Stanton,Male
2024-01-28,Jan,Jennifer,Williams,Jennifer Williams,Houston,1963-07-02,62,50-70,Mobile Payment,225,Pro02,Caramel Biscuits,18,22,4950,4050,900,High Price,Susan Dean,Female
2024-06-06,Jun,Theresa,Duran,Theresa Duran,San Antonio,1980-09-20,44,31-50,Cash,456,Pro10,Vanilla Wafers,18,36,16416,8208,8208,High Price,Susan Dean,Male
2024-02-22,Feb,Ronald,Romero,Ronald Romero,Dallas,1968-02-13,57,50-70,Credit Card,136,Pro06,Lemon Crisps,7,9,1224,952,272,Low Price,Sara Robertson,Male
2024-04-21,Apr,Emily,Holden,Emily Holden,New York,1993-12-01,31,31-50,Mobile Payment,266,Pro06,Lemon Crisps,7,9,2394,1862,532,Low Price,Katie Stanton,Male
2024-02-05,Feb,Ian,Knight,Ian Knight,Chicago,1963-11-10,61,50-70,Mobile Payment,320,Pro04,Cinnamon Swirls,10,14,4480,3200,1280,High Price,Susan Dean,Male
2024-04-26,Apr,Oscar,Wright,Oscar Wright,Houston,1987-08-28,38,31-50,Mobile Payment,165,Pro01,Butter Crunch,10,11,1815,1650,165,High Price,Katie Stanton,Male
2024-04-22,Apr,Kim,Butler,Kim Butler,Dallas,1957-04-27,68,50-70,Debit Card,247,Pro01,Butter Crunch,10,11,2717,2470,247,High Price,Susan Dean,Male
2024-06-21,Jun,Deborah,Sanchez,Deborah Sanchez,Houston,1954-12-23,70,50-70,Mobile Payment,360,Pro05,Ginger Snaps,14,28,10080,5040,5040,High Price,April Watkins,Male
2024-06-06,Jun,Sarah,Ray,Sarah Ray,Los Angeles,1978-04-12,47,31-50,Debit Card,182,Pro08,Peanut Butter Bites,5,7,1274,910,364,Low Price,April Watkins,Male
2024-07-08,Jul,Justin,Perry,Justin Perry,Dallas,1962-07-24,63,50-70,Credit Card,392,Pro10,Vanilla Wafers,18,36,14112,7056,7056,High Price,Elizabeth Guerrero,Male
2024-01-17,Jan,Amber,Stafford,Amber Stafford,San Jose,1997-01-21,28,11-30,Debit Card,369,Pro06,Lemon Crisps,7,9,3321,2583,738,Low Price,Tracy Lee,Male
2024-03-08,Mar,Stacie,Cox,Stacie Cox,San Antonio,1972-09-27,52,50-70,Mobile Payment,346,Pro04,Cinnamon Swirls,10,14,4844,3460,1384,High Price,Sara Robertson,Other
2024-04-28,Apr,Randall,Medina,Randall Medina,Houston,1987-11-07,37,31-50,Cash,25,Pro07,Oatmeal Cookies,19,23,575,475,100,High Price,Katie Stanton,Male
2024-06-22,Jun,Daniel,Rojas,Daniel Rojas,Houston,1963-05-13,62,50-70,Credit Card,110,Pro08,Peanut Butter Bites,5,7,770,550,220,Low Price,Susan Dean,Other
2024-01-09,Jan,Joseph,James,Joseph James,Phoenix,1972-08-11,53,50-70,Cash,226,Pro02,Caramel Biscuits,18,22,4972,4068,904,High Price,Katie Stanton,Other
2024-06-23,Jun,Jacob,White,Jacob White,Phoenix,1977-03-24,48,31-50,Debit Card,399,Pro09,Shortbread,10,45,17955,3990,13965,High Price,Susan Dean,Other
2024-07-26,Jul,Brandon,Boone,Brandon Boone,New York,1960-08-12,65,50-70,Cash,156,Pro05,Ginger Snaps,14,28,4368,2184,2184,High Price,Susan Dean,Male
2024-05-21,May,Angela,Lewis,Angela Lewis,Phoenix,1950-11-08,74,70above,Debit Card,417,Pro08,Peanut Butter Bites,5,7,2919,2085,834,Low Price,Sara Robertson,Other
2024-05-08,May,Karen,Farley,Karen Farley,Chicago,1967-09-08,57,50-70,Mobile Payment,136,Pro05,Ginger Snaps,14,28,3808,1904,1904,High Price,Katie Stanton,Male
2024-07-10,Jul,Meagan,Roman,Meagan Roman,San Jose,1995-07-07,30,11-30,Credit Card,460,Pro02,Caramel Biscuits,18,22,10120,8280,1840,High Price,Susan Dean,Other
2024-02-28,Feb,Jessica,Lucas,Jessica Lucas,Chicago,1945-08-02,80,70above,Debit Card,265,Pro10,Vanilla Wafers,18,36,9540,4770,4770,High Price,Katie Stanton,Male
2024-01-31,Jan,Adam,Marshall,Adam Marshall,Los Angeles,1943-09-25,81,70above,Cash,205,Pro09,Shortbread,10,45,9225,2050,7175,High Price,Susan Dean,Other
2024-07-10,Jul,Kevin,Beltran,Kevin Beltran,San Jose,1973-09-15,51,50-70,Mobile Payment,175,Pro01,Butter Crunch,10,11,1925,1750,175,High Price,April Watkins,Male
2024-02-12,Feb,Eric,Taylor,Eric Taylor,Houston,1947-04-04,78,70above,Credit Card,59,Pro04,Cinnamon Swirls,10,14,826,590,236,High Price,April Watkins,Other
2024-06-21,Jun,Sara,Brown,Sara Brown,San Jose,1968-06-02,57,50-70,Credit Card,442,Pro01,Butter Crunch,10,11,4862,4420,442,High Price,Elizabeth Guerrero,Male
2024-06-06,Jun,Evan,Ruiz,Evan Ruiz,New York,1991-09-29,33,31-50,Debit Card,271,Pro02,Caramel Biscuits,18,22,5962,4878,1084,High Price,Tracy Lee,Other
2024-07-08,Jul,Gabriel,Friedman,Gabriel Friedman,Chicago,1965-10-05,59,50-70,Cash,104,Pro08,Peanut Butter Bites,5,7,728,520,208,Low Price,Sara Robertson,Male
2024-01-02,Jan,Rebecca,Larson,Rebecca Larson,Philadelphia,1961-01-25,64,50-70,Credit Card,209,Pro02,Caramel Biscuits,18,22,4598,3762,836,High Price,Katie Stanton,Other
2024-02-27,Feb,Mandy,Lopez,Mandy Lopez,Phoenix,1962-02-16,63,50-70,Credit Card,149,Pro03,Choco Delight,3,5,745,447,298,Low Price,Susan Dean,Other
2024-07-18,Jul,Lawrence,Jackson,Lawrence Jackson,New York,1962-06-18,63,50-70,Cash,316,Pro06,Lemon Crisps,7,9,2844,2212,632,Low Price,Katie Stanton,Male
2024-01-05,Jan,David,Barr,David Barr,New York,1984-05-29,41,31-50,Debit Card,104,Pro01,Butter Crunch,10,11,1144,1040,104,High Price,Susan Dean,Other
2024-07-10,Jul,Jason,Johnson,Jason Johnson,Phoenix,1978-07-18,47,31-50,Mobile Payment,384,Pro03,Choco Delight,3,5,1920,1152,768,Low Price,Susan Dean,Male
2024-07-29,Jul,Vincent,Benson,Vincent Benson,Houston,1951-01-29,74,70above,Mobile Payment,431,Pro10,Vanilla Wafers,18,36,15516,7758,7758,High Price,Sara Robertson,Male
2024-05-17,May,Raymond,Wade,Raymond Wade,Philadelphia,1957-12-17,67,50-70,Credit Card,493,Pro09,Shortbread,10,45,22185,4930,17255,High Price,Katie Stanton,Male
2024-03-04,Mar,William,Harper,William Harper,San Antonio,1978-03-09,47,31-50,Credit Card,440,Pro10,Vanilla Wafers,18,36,15840,7920,7920,High Price,Susan Dean,Male
2024-06-05,Jun,Brandon,Lopez,Brandon Lopez,Chicago,2006-01-10,19,11-30,Mobile Payment,139,Pro09,Shortbread,10,45,6255,1390,4865,High Price,Katie Stanton,Male
2024-05-03,May,Alex,Rosario,Alex Rosario,Chicago,1948-03-16,77,70above,Mobile Payment,73,Pro02,Caramel Biscuits,18,22,1606,1314,292,High Price,Susan Dean,Male
2024-07-17,Jul,Melissa,Smith,Melissa Smith,San Diego,2000-08-29,25,11-30,Debit Card,216,Pro02,Caramel Biscuits,18,22,4752,3888,864,High Price,April Watkins,Male
2024-01-19,Jan,Morgan,Wilson,Morgan Wilson,Phoenix,1952-12-31,72,70above,Debit Card,490,Pro01,Butter Crunch,10,11,5390,4900,490,High Price,April Watkins,Male
2024-07-21,Jul,Tamara,Edwards,Tamara Edwards,Phoenix,2005-02-19,20,11-30,Cash,485,Pro01,Butter Crunch,10,11,5335,4850,485,High Price,Elizabeth Guerrero,Male
2024-06-28,Jun,Luke,Phillips,Luke Phillips,Phoenix,1965-02-15,60,50-70,Debit Card,193,Pro05,Ginger Snaps,14,28,5404,2702,2702,High Price,Tracy Lee,Male
2024-01-20,Jan,Gregory,Martinez,Gregory Martinez,Phoenix,1999-11-30,25,11-30,Cash,100,Pro10,Vanilla Wafers,18,36,3600,1800,1800,High Price,Sara Robertson,Male
2024-01-11,Jan,Jason,Sullivan,Jason Sullivan,Los Angeles,1963-11-26,61,50-70,Cash,323,Pro09,Shortbread,10,45,14535,3230,11305,High Price,Katie Stanton,Male
2024-07-12,Jul,Linda,Garcia,Linda Garcia,Houston,1956-08-08,69,50-70,Mobile Payment,321,Pro08,Peanut Butter Bites,5,7,2247,1605,642,Low Price,Susan Dean,Female
2024-04-17,Apr,Heather,Cohen,Heather Cohen,San Jose,1991-12-08,33,31-50,Credit Card,436,Pro06,Lemon Crisps,7,9,3924,3052,872,Low Price,Katie Stanton,Male
2024-06-28,Jun,Audrey,Friedman,Audrey Friedman,San Jose,2003-12-05,21,11-30,Mobile Payment,260,Pro08,Peanut Butter Bites,5,7,1820,1300,520,Low Price,Susan Dean,Male
2024-05-14,May,Lisa,Bishop,Lisa Bishop,Los Angeles,2006-01-23,19,11-30,Debit Card,434,Pro07,Oatmeal Cookies,19,23,9982,8246,1736,High Price,Susan Dean,Male
2024-07-30,Jul,Justin,Weeks,Justin Weeks,Philadelphia,1979-04-25,46,31-50,Debit Card,500,Pro09,Shortbread,10,45,22500,5000,17500,High Price,Sara Robertson,Male
2024-03-06,Mar,Jamie,Chandler,Jamie Chandler,Phoenix,1948-10-18,76,70above,Debit Card,385,Pro06,Lemon Crisps,7,9,3465,2695,770,Low Price,Katie Stanton,Male
2024-03-19,Mar,Ann,Todd,Ann Todd,San Jose,1957-10-21,67,50-70,Debit Card,323,Pro06,Lemon Crisps,7,9,2907,2261,646,Low Price,Susan Dean,Male
2024-06-15,Jun,Megan,Walker,Megan Walker,Dallas,1948-06-24,77,70above,Mobile Payment,312,Pro04,Cinnamon Swirls,10,14,4368,3120,1248,High Price,Katie Stanton,Male
2024-05-30,May,Ashley,Brown,Ashley Brown,Philadelphia,1972-08-01,53,50-70,Credit Card,181,Pro03,Choco Delight,3,5,905,543,362,Low Price,Susan Dean,Male
2024-03-03,Mar,Mitchell,Garcia,Mitchell Garcia,Phoenix,1966-03-24,59,50-70,Debit Card,20,Pro10,Vanilla Wafers,18,36,720,360,360,High Price,April Watkins,Male
2024-04-26,Apr,Shannon,Cannon,Shannon Cannon,Los Angeles,1982-06-10,43,31-50,Credit Card,245,Pro08,Peanut Butter Bites,5,7,1715,1225,490,Low Price,April Watkins,Male
2024-01-12,Jan,Brian,Lucas,Brian Lucas,Houston,1969-06-28,56,50-70,Mobile Payment,103,Pro03,Choco Delight,3,5,515,309,206,Low Price,Elizabeth Guerrero,Male
2024-07-03,Jul,Stephen,Nash,Stephen Nash,New York,2002-01-30,23,11-30,Debit Card,209,Pro03,Choco Delight,3,5,1045,627,418,Low Price,Tracy Lee,Male
2024-07-02,Jul,Robert,Warren,Robert Warren,Philadelphia,1999-11-22,25,11-30,Cash,157,Pro04,Cinnamon Swirls,10,14,2198,1570,628,High Price,Sara Robertson,Male
2024-07-30,Jul,Paula,Moore,Paula Moore,San Diego,1994-08-03,31,31-50,Mobile Payment,196,Pro10,Vanilla Wafers,18,36,7056,3528,3528,High Price,Katie Stanton,Male
2024-06-06,Jun,Nina,Armstrong,Nina Armstrong,San Jose,1978-02-05,47,31-50,Mobile Payment,381,Pro03,Choco Delight,3,5,1905,1143,762,Low Price,Susan Dean,Male
2024-07-17,Jul,James,Duran,James Duran,Philadelphia,1983-07-08,42,31-50,Credit Card,188,Pro04,Cinnamon Swirls,10,14,2632,1880,752,High Price,Katie Stanton,Male
2024-07-28,Jul,Christopher,Oconnor,Christopher Oconnor,Phoenix,1956-10-11,68,50-70,Mobile Payment,153,Pro05,Ginger Snaps,14,28,4284,2142,2142,High Price,Susan Dean,Male
2024-06-13,Jun,Jillian,Lopez,Jillian Lopez,Dallas,1953-12-12,71,70above,Credit Card,404,Pro08,Peanut Butter Bites,5,7,2828,2020,808,Low Price,Susan Dean,Male
2024-03-23,Mar,William,Skinner,William Skinner,New York,1963-11-21,61,50-70,Mobile Payment,263,Pro07,Oatmeal Cookies,19,23,6049,4997,1052,High Price,Sara Robertson,Male
2024-06-22,Jun,Maria,Holt,Maria Holt,Chicago,1946-02-28,79,70above,Debit Card,298,Pro07,Oatmeal Cookies,19,23,6854,5662,1192,High Price,Katie Stanton,Female
2024-01-27,Jan,Miranda,Bradford,Miranda Bradford,San Antonio,1976-05-07,49,31-50,Debit Card,67,Pro06,Lemon Crisps,7,9,603,469,134,Low Price,Susan Dean,Male
2024-07-28,Jul,Laura,Parks,Laura Parks,Houston,1971-11-19,53,50-70,Debit Card,78,Pro07,Oatmeal Cookies,19,23,1794,1482,312,High Price,Katie Stanton,Male
2024-07-25,Jul,Linda,Gomez,Linda Gomez,Dallas,1989-10-12,35,31-50,Debit Card,69,Pro04,Cinnamon Swirls,10,14,966,690,276,High Price,Susan Dean,Female
2024-04-27,Apr,Victoria,Rodriguez,Victoria Rodriguez,Houston,1983-02-28,42,31-50,Mobile Payment,335,Pro10,Vanilla Wafers,18,36,12060,6030,6030,High Price,April Watkins,Male
2024-07-05,Jul,Mary,Ramsey,Mary Ramsey,Philadelphia,1960-10-28,64,50-70,Debit Card,165,Pro05,Ginger Snaps,14,28,4620,2310,2310,High Price,April Watkins,Female
2024-03-02,Mar,Patrick,Parker,Patrick Parker,San Antonio,1978-07-03,47,31-50,Debit Card,78,Pro09,Shortbread,10,45,3510,780,2730,High Price,Elizabeth Guerrero,Male
2024-06-13,Jun,John,Lynn,John Lynn,New York,1995-06-18,30,11-30,Cash,359,Pro02,Caramel Biscuits,18,22,7898,6462,1436,High Price,Tracy Lee,Male
2024-07-13,Jul,Amanda,Coleman,Amanda Coleman,Houston,1998-02-20,27,11-30,Credit Card,263,Pro09,Shortbread,10,45,11835,2630,9205,High Price,Sara Robertson,Male
2024-07-08,Jul,Rita,Jacobs,Rita Jacobs,Phoenix,1980-06-19,45,31-50,Debit Card,36,Pro09,Shortbread,10,45,1620,360,1260,High Price,Katie Stanton,Male
2024-06-22,Jun,Kathryn,Carey,Kathryn Carey,Chicago,1953-07-05,72,70above,Debit Card,120,Pro05,Ginger Snaps,14,28,3360,1680,1680,High Price,Susan Dean,Male
2024-01-11,Jan,William,Solis,William Solis,San Jose,2002-04-17,23,11-30,Cash,471,Pro08,Peanut Butter Bites,5,7,3297,2355,942,Low Price,Katie Stanton,Male
2024-01-03,Jan,Lawrence,Cruz,Lawrence Cruz,Philadelphia,1972-04-28,53,50-70,Mobile Payment,75,Pro08,Peanut Butter Bites,5,7,525,375,150,Low Price,Susan Dean,Male
2024-07-11,Jul,Julian,Gutierrez,Julian Gutierrez,Chicago,1979-01-14,46,31-50,Credit Card,250,Pro02,Caramel Biscuits,18,22,5500,4500,1000,High Price,Susan Dean,Male
2024-03-10,Mar,Stephanie,Doyle,Stephanie Doyle,Chicago,1991-11-17,33,31-50,Mobile Payment,77,Pro06,Lemon Crisps,7,9,693,539,154,Low Price,Sara Robertson,Male
2024-02-07,Feb,Timothy,Oconnor,Timothy Oconnor,Philadelphia,1955-04-08,70,50-70,Cash,263,Pro08,Peanut Butter Bites,5,7,1841,1315,526,Low Price,Katie Stanton,Male
2024-02-14,Feb,Rachel,Carson,Rachel Carson,Dallas,1966-02-14,59,50-70,Debit Card,409,Pro01,Butter Crunch,10,11,4499,4090,409,High Price,Susan Dean,Male
2024-01-19,Jan,David,Short,David Short,Phoenix,2003-07-08,22,11-30,Credit Card,473,Pro09,Shortbread,10,45,21285,4730,16555,High Price,Katie Stanton,Male
2024-01-23,Jan,Keith,Hansen,Keith Hansen,Chicago,1955-05-14,70,50-70,Debit Card,243,Pro07,Oatmeal Cookies,19,23,5589,4617,972,High Price,Susan Dean,Male
2024-01-31,Jan,Kelli,Bell,Kelli Bell,Dallas,2004-05-04,21,11-30,Mobile Payment,39,Pro06,Lemon Crisps,7,9,351,273,78,Low Price,April Watkins,Male
2024-06-15,Jun,Jared,Marsh,Jared Marsh,Philadelphia,1949-01-26,76,70above,Mobile Payment,137,Pro10,Vanilla Wafers,18,36,4932,2466,2466,High Price,April Watkins,Male
2024-07-04,Jul,Samuel,Nunez,Samuel Nunez,Houston,1984-02-02,41,31-50,Cash,464,Pro06,Lemon Crisps,7,9,4176,3248,928,Low Price,Elizabeth Guerrero,Male
2024-07-26,Jul,Kenneth,Franklin,Kenneth Franklin,Dallas,1988-10-09,36,31-50,Cash,383,Pro03,Choco Delight,3,5,1915,1149,766,Low Price,Tracy Lee,Male
2024-04-06,Apr,Michael,Bryan,Michael Bryan,Los Angeles,1970-12-28,54,50-70,Mobile Payment,119,Pro05,Ginger Snaps,14,28,3332,1666,1666,High Price,Sara Robertson,Male
2024-05-05,May,Rachel,Turner,Rachel Turner,Phoenix,1953-06-25,72,70above,Mobile Payment,209,Pro04,Cinnamon Swirls,10,14,2926,2090,836,High Price,Katie Stanton,Male
2024-01-25,Jan,Zachary,Williams,Zachary Williams,Houston,1958-04-21,67,50-70,Debit Card,447,Pro05,Ginger Snaps,14,28,12516,6258,6258,High Price,Susan Dean,Male
2024-05-06,May,Jason,Harris,Jason Harris,Los Angeles,1984-11-01,40,31-50,Cash,165,Pro09,Shortbread,10,45,7425,1650,5775,High Price,Katie Stanton,Male
2024-01-04,Jan,George,Stevens,George Stevens,Philadelphia,1993-11-26,31,31-50,Credit Card,338,Pro10,Vanilla Wafers,18,36,12168,6084,6084,High Price,Susan Dean,Male
2024-06-27,Jun,Jonathan,Cisneros,Jonathan Cisneros,Houston,2003-05-16,22,11-30,Debit Card,49,Pro07,Oatmeal Cookies,19,23,1127,931,196,High Price,Susan Dean,Male
2024-07-06,Jul,Michael,Willis,Michael Willis,New York,1961-04-04,64,50-70,Cash,459,Pro09,Shortbread,10,45,20655,4590,16065,High Price,Sara Robertson,Male
2024-05-26,May,Paul,Williams,Paul Williams,Houston,1996-10-08,28,11-30,Credit Card,219,Pro07,Oatmeal Cookies,19,23,5037,4161,876,High Price,Katie Stanton,Male
2024-07-28,Jul,Sarah,Valdez,Sarah Valdez,San Jose,1955-05-26,70,50-70,Mobile Payment,450,Pro05,Ginger Snaps,14,28,12600,6300,6300,High Price,Susan Dean,Male
2024-06-28,Jun,Robert,King,Robert King,New York,1972-11-22,52,50-70,Credit Card,82,Pro04,Cinnamon Swirls,10,14,1148,820,328,High Price,Katie Stanton,Male
2024-02-06,Feb,Thomas,Carter,Thomas Carter,New York,1957-06-08,68,50-70,Debit Card,11,Pro06,Lemon Crisps,7,9,99,77,22,Low Price,Susan Dean,Male
2024-07-29,Jul,Paul,Smith,Paul Smith,San Antonio,1959-09-26,65,50-70,Debit Card,376,Pro03,Choco Delight,3,5,1880,1128,752,Low Price,April Watkins,Male
2024-07-21,Jul,Tanya,Taylor,Tanya Taylor,New York,2000-11-23,24,11-30,Mobile Payment,317,Pro05,Ginger Snaps,14,28,8876,4438,4438,High Price,April Watkins,Male
2024-05-07,May,James,Parker,James Parker,Phoenix,1996-12-20,28,11-30,Credit Card,198,Pro02,Caramel Biscuits,18,22,4356,3564,792,High Price,Elizabeth Guerrero,Male
2024-04-19,Apr,Melissa,Walker,Melissa Walker,San Antonio,1951-07-30,74,70above,Credit Card,284,Pro07,Oatmeal Cookies,19,23,6532,5396,1136,High Price,Tracy Lee,Male
2024-03-03,Mar,Rachel,Smith,Rachel Smith,San Diego,2005-04-19,20,11-30,Mobile Payment,284,Pro09,Shortbread,10,45,12780,2840,9940,High Price,Sara Robertson,Male
2024-01-03,Jan,Daniel,Davenport,Daniel Davenport,Dallas,1952-01-16,73,70above,Cash,358,Pro02,Caramel Biscuits,18,22,7876,6444,1432,High Price,Katie Stanton,Male
2024-01-07,Jan,Vickie,Hull,Vickie Hull,Dallas,2004-01-30,21,11-30,Mobile Payment,296,Pro01,Butter Crunch,10,11,3256,2960,296,High Price,Susan Dean,Male
2024-01-25,Jan,Chris,Long,Chris Long,New York,1992-12-22,32,31-50,Cash,230,Pro05,Ginger Snaps,14,28,6440,3220,3220,High Price,Katie Stanton,Male
2024-01-03,Jan,Kevin,Santiago,Kevin Santiago,San Jose,1960-08-21,65,50-70,Mobile Payment,379,Pro09,Shortbread,10,45,17055,3790,13265,High Price,Susan Dean,Male
2024-04-25,Apr,Robert,Bell,Robert Bell,San Antonio,1955-11-18,69,50-70,Debit Card,177,Pro02,Caramel Biscuits,18,22,3894,3186,708,High Price,Susan Dean,Male
2024-05-22,May,Laura,Vasquez,Laura Vasquez,New York,2003-07-07,22,11-30,Mobile Payment,62,Pro02,Caramel Biscuits,18,22,1364,1116,248,High Price,Sara Robertson,Male
2024-02-16,Feb,Michelle,Baker,Michelle Baker,Dallas,1949-04-13,76,70above,Debit Card,250,Pro10,Vanilla Wafers,18,36,9000,4500,4500,High Price,Katie Stanton,Male
2024-02-06,Feb,Carol,Young,Carol Young,Philadelphia,1958-01-01,67,50-70,Cash,119,Pro07,Oatmeal Cookies,19,23,2737,2261,476,High Price,Susan Dean,Male
2024-04-12,Apr,Brandy,Myers,Brandy Myers,Los Angeles,2006-03-05,19,11-30,Cash,93,Pro08,Peanut Butter Bites,5,7,651,465,186,Low Price,Katie Stanton,Male
2024-01-20,Jan,Anthony,Kirk,Anthony Kirk,Phoenix,1978-02-04,47,31-50,Cash,434,Pro01,Butter Crunch,10,11,4774,4340,434,High Price,Susan Dean,Male
2024-04-08,Apr,Tracy,Skinner,Tracy Skinner,Dallas,1955-08-03,70,50-70,Debit Card,466,Pro05,Ginger Snaps,14,28,13048,6524,6524,High Price,April Watkins,Male
2024-05-10,May,Holly,Fields,Holly Fields,Phoenix,1962-10-31,62,50-70,Mobile Payment,135,Pro06,Lemon Crisps,7,9,1215,945,270,Low Price,April Watkins,Male
2024-05-23,May,Brian,West,Brian West,San Antonio,1972-08-20,53,50-70,Cash,213,Pro05,Ginger Snaps,14,28,5964,2982,2982,High Price,Elizabeth Guerrero,Male
2024-02-08,Feb,Caleb,Martinez,Caleb Martinez,Dallas,1964-09-02,61,50-70,Credit Card,138,Pro10,Vanilla Wafers,18,36,4968,2484,2484,High Price,Tracy Lee,Male
